Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Player-additional
169,Luis Scola,PF,33,IND,18,0,243,48,105,0.457,1,3,0.333,47,102,0.461,0.462,13,22,0.591,11,31,42,9,6,3,7,29,110,scolalu01
170,Mike Scott,PF,25,ATL,7,0,146,23,63,0.365,10,31,0.323,13,32,0.406,0.444,10,14,0.714,3,15,18,3,1,0,2,11,66,scottmi01
171,Thabo Sefolosha,SG,29,OKC,15,13,236,23,55,0.418,6,23,0.261,17,32,0.531,0.473,4,5,0.8,7,24,31,10,10,0,7,10,56,sefolth01
172,Kevin Séraphin,C,24,WAS,4,0,6,0,3,0,0,0,,0,3,0,0,0,0,,1,1,2,0,0,0,1,1,0,serapke01
173,Donald Sloan,SG,26,IND,4,0,15,2,7,0.286,1,4,0.25,1,3,0.333,0.357,2,4,0.5,0,1,1,3,1,0,2,0,7,sloando01
174,Tony Snell,SG,22,CHI,5,0,46,2,9,0.222,0,5,0,2,4,0.5,0.222,0,0,,0,6,6,2,1,1,1,5,4,snellto01
175,Marreese Speights,C,26,GSW,7,0,68,19,36,0.528,0,0,,19,36,0.528,0.528,6,12,0.5,9,13,22,3,2,4,2,12,44,speigma01
176,Tiago Splitter,C,29,SAS,23,18,516,61,100,0.61,0,1,0,61,99,0.616,0.61,51,71,0.718,45,95,140,46,16,11,18,53,173,splitti01
177,Lance Stephenson,SG,23,IND,19,19,705,100,220,0.455,24,67,0.358,76,153,0.497,0.509,35,49,0.714,24,107,131,80,16,4,46,55,259,stephla01
178,Jeff Teague,PG,25,ATL,7,7,242,44,112,0.393,9,27,0.333,35,85,0.412,0.433,38,40,0.95,5,21,26,35,7,4,21,15,135,teaguje01
179,Mirza Teletovi?,SF,28,BRK,12,0,220,36,82,0.439,19,56,0.339,17,26,0.654,0.555,8,12,0.667,15,25,40,3,5,2,5,14,99,teletmi01
180,Garrett Temple,SG,27,WAS,10,0,9,2,2,1,1,1,1,1,1,1,1.25,0,0,,0,0,0,0,0,0,1,5,5,templga01
181,Hasheem Thabeet,C,26,OKC,2,0,7,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,4,0,thabeha01
182,Klay Thompson,SG,23,GSW,7,7,257,40,98,0.408,16,44,0.364,24,54,0.444,0.49,19,24,0.792,4,20,24,25,7,5,15,24,115,thompkl01
183,Marcus Thornton,SG,26,BRK,10,0,124,21,54,0.389,5,21,0.238,16,33,0.485,0.435,12,18,0.667,7,12,19,1,2,1,2,4,59,thornma01
184,Anthony Tolliver,PF,28,CHA,4,0,21,1,2,0.5,1,2,0.5,0,0,,0.75,3,3,1,1,3,4,1,0,0,0,2,6,tollian01
185,Hedo Türko?lu,SF,34,LAC,5,0,41,6,13,0.462,4,10,0.4,2,3,0.667,0.615,0,0,,0,5,5,1,3,0,0,3,16,turkohe01
186,Evan Turner,SF,25,IND,12,0,149,15,35,0.429,4,7,0.571,11,28,0.393,0.486,5,5,1,0,26,26,19,4,0,11,9,39,turneev01
187,Beno Udrih,SG,31,MEM,7,0,115,21,45,0.467,4,12,0.333,17,33,0.515,0.511,9,13,0.692,2,10,12,12,3,0,9,11,55,udrihbe01
188,Jonas Valan?i?nas,C,21,TOR,7,7,200,31,49,0.633,0,0,,31,49,0.633,0.633,14,22,0.636,19,49,68,2,0,7,19,22,76,valanjo01
189,Greivis Vásquez,PG,27,TOR,7,0,190,27,64,0.422,10,27,0.37,17,37,0.459,0.5,7,9,0.778,3,23,26,36,4,1,10,22,71,vasqugr01
190,Dwyane Wade,SG,32,MIA,20,20,693,139,278,0.5,9,24,0.375,130,254,0.512,0.516,69,90,0.767,16,61,77,77,30,5,54,55,356,wadedw01
191,Kemba Walker,PG,23,CHA,4,4,153,26,55,0.473,12,24,0.5,14,31,0.452,0.582,14,18,0.778,1,14,15,24,8,3,15,6,78,walkeke02
192,John Wall,PG,23,WAS,11,11,420,60,164,0.366,7,32,0.219,53,132,0.402,0.387,52,68,0.765,5,39,44,78,18,8,36,29,179,walljo01
193,C.J. Watson,PG,29,IND,19,0,342,37,90,0.411,16,40,0.4,21,50,0.42,0.5,17,28,0.607,3,37,40,18,16,1,14,28,107,watsocj01
194,Earl Watson,PG,34,POR,4,0,14,0,1,0,0,1,0,0,0,,0,0,0,,0,1,1,1,0,0,1,1,0,watsoea01
195,Martell Webster,SF,27,WAS,11,0,195,15,41,0.366,6,26,0.231,9,15,0.6,0.439,6,9,0.667,4,21,25,5,4,5,4,14,42,webstma02
196,David West,PF,33,IND,19,19,687,121,245,0.494,2,10,0.2,119,235,0.506,0.498,43,61,0.705,24,104,128,75,14,15,43,57,287,westda01
197,Russell Westbrook,PG,25,OKC,19,19,735,167,398,0.42,28,100,0.28,139,298,0.466,0.455,145,164,0.884,45,93,138,153,41,6,83,62,507,westbru01
198,D.J. White,PF,27,CHA,1,0,3,0,0,,0,0,,0,0,,,0,0,,0,2,2,0,0,0,1,0,0,whitedj01
199,Deron Williams,PG,29,BRK,12,12,428,60,152,0.395,18,53,0.34,42,99,0.424,0.454,36,45,0.8,7,31,38,70,13,2,27,31,174,willide01
200,Lou Williams,PG,27,ATL,7,0,133,19,50,0.38,5,16,0.313,14,34,0.412,0.43,15,16,0.938,0,16,16,8,7,1,13,10,58,willilo02
201,Mo Williams,PG,31,POR,8,0,187,22,59,0.373,5,21,0.238,17,38,0.447,0.415,10,11,0.909,2,10,12,15,3,0,14,24,59,willima01
202,Brandan Wright,C,26,DAL,6,0,90,15,18,0.833,0,0,,15,18,0.833,0.833,3,6,0.5,5,7,12,8,2,6,2,8,33,wrighbr03
203,Dorell Wright,SF,28,POR,8,0,88,7,19,0.368,4,12,0.333,3,7,0.429,0.474,11,15,0.733,2,14,16,3,3,9,5,8,29,wrighdo01
204,Cody Zeller,C,21,CHA,4,0,53,3,9,0.333,0,0,,3,9,0.333,0.333,2,4,0.5,5,4,9,2,0,3,2,3,8,zelleco01
