Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Player-additional
167,Markieff Morris,PF,31,LAL,4,1,38,2,9,0.222,1,4,0.25,1,5,0.2,0.278,4,6,0.667,4,0,4,3,0,1,2,6,9,morrima02
168,Monte Morris,PG,25,DEN,10,1,286,50,116,0.431,16,40,0.4,34,76,0.447,0.5,21,29,0.724,7,17,24,55,10,2,7,12,137,morrimo01
169,Abdel Nader,SF,27,PHO,5,0,29,2,6,0.333,0,2,0,2,4,0.5,0.333,0,0,,0,5,5,0,0,0,0,3,4,naderab01
170,Aaron Nesmith,SF,21,BOS,5,0,75,5,18,0.278,4,14,0.286,1,4,0.25,0.389,2,2,1,2,11,13,1,1,1,2,7,16,nesmiaa01
171,Raul Neto,PG,28,WAS,5,3,112,12,34,0.353,4,15,0.267,8,19,0.421,0.412,4,5,0.8,3,8,11,5,2,0,1,11,32,netora01
172,Georges Niang,PF,27,UTA,11,0,129,11,39,0.282,9,30,0.3,2,9,0.222,0.397,4,4,1,2,17,19,8,0,1,8,19,35,niangge01
173,Zeke Nnaji,PF,20,DEN,5,0,18,4,8,0.5,3,7,0.429,1,1,1,0.688,1,2,0.5,1,1,2,2,1,0,0,1,12,nnajize01
174,Nerlens Noel,C,26,NYK,5,2,92,5,10,0.5,0,0,,5,10,0.5,0.5,13,16,0.813,10,10,20,1,4,3,4,15,23,noelne01
175,Frank Ntilikina,PG,22,NYK,3,0,4,0,1,0,0,1,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,ntilila01
176,Kendrick Nunn,PG,25,MIA,4,2,93,17,43,0.395,5,18,0.278,12,25,0.48,0.453,2,2,1,0,6,6,6,2,0,3,4,41,nunnke01
177,Jusuf Nurki?,C,26,POR,6,6,173,30,55,0.545,1,5,0.2,29,50,0.58,0.555,18,25,0.72,18,44,62,16,3,7,14,30,79,nurkiju01
178,Jordan Nwora,SF,22,MIL,5,0,31,4,18,0.222,2,8,0.25,2,10,0.2,0.278,5,7,0.714,5,4,9,1,0,1,1,1,15,nworajo01
179,Royce O'Neale,SF,27,UTA,11,11,404,43,85,0.506,28,60,0.467,15,25,0.6,0.671,10,12,0.833,16,64,80,23,12,3,8,41,124,onealro01
180,Semi Ojeleye,PF,26,BOS,2,0,12,0,4,0,0,3,0,0,1,0,0,1,2,0.5,0,0,0,0,1,1,0,0,1,ojelese01
181,Onyeka Okongwu,C,20,ATL,18,0,166,17,31,0.548,0,1,0,17,30,0.567,0.548,14,21,0.667,21,27,48,2,5,13,4,28,48,okongon01
182,KZ Okpala,PF,21,MIA,2,0,6,0,1,0,0,1,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,okpalkz01
183,Miye Oni,SG,23,UTA,8,0,41,0,5,0,0,5,0,0,0,,0,0,0,,3,0,3,0,1,0,0,8,0,onimi01
184,Daniel Oturu,C,21,LAC,8,0,15,2,5,0.4,0,1,0,2,4,0.5,0.4,1,2,0.5,2,2,4,0,0,1,0,2,5,oturuda01
185,Jabari Parker,PF,25,BOS,4,0,59,13,21,0.619,2,5,0.4,11,16,0.688,0.667,6,8,0.75,2,13,15,2,0,3,6,7,34,parkeja01
186,Chris Paul,PG,35,PHO,20,20,683,149,300,0.497,29,65,0.446,120,235,0.511,0.545,57,65,0.877,9,61,70,171,23,3,43,48,384,paulch01
187,Cameron Payne,PG,26,PHO,22,2,418,82,193,0.425,25,69,0.362,57,124,0.46,0.49,16,18,0.889,6,49,55,70,17,11,24,39,205,payneca01
188,Elfrid Payton,PG,26,NYK,2,2,13,0,5,0,0,0,,0,5,0,0,1,2,0.5,0,0,0,1,1,0,0,1,1,paytoel01
189,Reggie Perry,PF,20,BRK,5,0,22,7,13,0.538,2,5,0.4,5,8,0.625,0.615,0,0,,4,2,6,1,1,0,3,4,16,perryre01
190,Michael Porter Jr.,SF,22,DEN,10,10,332,64,135,0.474,29,73,0.397,35,62,0.565,0.581,17,21,0.81,12,50,62,13,11,3,16,31,174,portemi01
191,Bobby Portis,C,25,MIL,20,2,366,70,151,0.464,18,52,0.346,52,99,0.525,0.523,18,25,0.72,33,67,100,12,14,7,9,31,176,portibo01
192,Kristaps Porzi??is,C,25,DAL,7,7,233,34,72,0.472,8,27,0.296,26,45,0.578,0.528,16,19,0.842,7,31,38,9,9,5,3,19,92,porzikr01
193,Dwight Powell,C,29,DAL,7,0,52,7,8,0.875,0,0,,7,8,0.875,0.875,5,6,0.833,5,8,13,6,2,0,1,8,19,poweldw01
194,Norman Powell,SF,27,POR,6,6,216,38,76,0.5,10,26,0.385,28,50,0.56,0.566,16,18,0.889,3,10,13,12,5,6,7,17,102,powelno01
195,Payton Pritchard,SG,23,BOS,5,0,67,6,17,0.353,3,10,0.3,3,7,0.429,0.441,2,2,1,2,7,9,12,2,0,3,4,17,pritcpa01
196,Immanuel Quickley,PG,21,NYK,5,0,77,10,33,0.303,4,11,0.364,6,22,0.273,0.364,5,7,0.714,0,7,7,5,3,0,6,8,29,quickim01
197,Julius Randle,PF,26,NYK,5,5,180,28,94,0.298,11,33,0.333,17,61,0.279,0.356,23,27,0.852,11,47,58,20,3,0,23,18,90,randlju01
198,Cam Reddish,SF,21,ATL,4,0,92,19,36,0.528,9,14,0.643,10,22,0.455,0.653,4,5,0.8,1,13,14,7,6,2,5,11,51,reddica01
199,Paul Reed,PF,21,PHI,3,0,11,2,4,0.5,0,0,,2,4,0.5,0.5,0,0,,3,5,8,0,0,1,0,1,4,reedpa01
200,Josh Richardson,SG,27,DAL,7,0,94,11,28,0.393,3,10,0.3,8,18,0.444,0.446,9,9,1,3,8,11,5,2,0,6,8,34,richajo01
201,Austin Rivers,SG,28,DEN,10,9,305,30,69,0.435,19,46,0.413,11,23,0.478,0.572,13,16,0.813,1,16,17,21,2,3,9,32,92,riverau01
202,Duncan Robinson,SF,26,MIA,4,4,100,11,29,0.379,10,27,0.37,1,2,0.5,0.552,9,10,0.9,0,11,11,3,3,0,4,13,41,robindu01
203,Rajon Rondo,PG,34,LAC,13,0,220,18,53,0.34,11,28,0.393,7,25,0.28,0.443,8,12,0.667,4,30,34,50,5,3,14,18,55,rondora01
204,Derrick Rose,PG,32,NYK,5,3,175,40,84,0.476,8,17,0.471,32,67,0.478,0.524,9,9,1,4,16,20,25,2,1,8,5,97,rosede01
205,Dario Šari?,C,26,PHO,14,0,147,21,45,0.467,8,18,0.444,13,27,0.481,0.556,13,14,0.929,9,26,35,14,2,1,6,21,63,saricda01
206,Dennis Schröder,SG,27,LAL,6,6,196,28,70,0.4,8,26,0.308,20,44,0.455,0.457,22,26,0.846,1,17,18,17,6,1,10,13,86,schrode01
207,Mike Scott,PF,32,PHI,5,0,34,2,9,0.222,2,7,0.286,0,2,0,0.333,0,0,,1,2,3,3,1,1,0,3,6,scottmi01
208,Jay Scrubb,SG,20,LAC,6,0,8,0,0,,0,0,,0,0,,,0,0,,0,1,1,0,0,0,0,0,0,scrubja01
209,Landry Shamet,SG,23,BRK,12,0,206,18,41,0.439,10,26,0.385,8,15,0.533,0.561,4,5,0.8,3,18,21,7,5,1,6,19,50,shamela01
210,Ben Simmons,PG,24,PHI,12,12,402,59,95,0.621,0,1,0,59,94,0.628,0.621,25,73,0.342,25,70,95,106,15,10,27,39,143,simmobe01
211,Anfernee Simons,SG,21,POR,6,0,107,14,25,0.56,11,18,0.611,3,7,0.429,0.78,0,0,,3,13,16,5,2,1,1,6,39,simonan01
212,Marcus Smart,PG,26,BOS,5,5,183,29,66,0.439,16,43,0.372,13,23,0.565,0.561,15,21,0.714,4,18,22,30,5,1,14,14,89,smartma01
213,Ish Smith,PG,32,WAS,5,0,111,16,43,0.372,2,7,0.286,14,36,0.389,0.395,0,0,,1,15,16,14,7,2,5,11,34,smithis01
214,Jalen Smith,PF,20,PHO,6,0,18,2,4,0.5,1,1,1,1,3,0.333,0.625,0,0,,2,3,5,1,0,0,1,2,5,smithja04
215,Tony Snell,SG,29,ATL,9,0,66,2,16,0.125,1,11,0.091,1,5,0.2,0.156,0,0,,0,5,5,2,2,1,4,5,5,snellto01
216,Max Strus,SF,24,MIA,2,0,6,0,1,0,0,0,,0,1,0,0,0,0,,0,0,0,0,0,0,0,0,0,strusma01
217,Jayson Tatum,SF,22,BOS,5,5,185,47,111,0.423,14,36,0.389,33,75,0.44,0.486,45,49,0.918,3,26,29,23,6,8,13,15,153,tatumja01
218,Jeff Teague,PG,32,MIL,16,0,119,9,31,0.29,5,11,0.455,4,20,0.2,0.371,9,11,0.818,2,6,8,13,3,0,6,9,32,teaguje01
219,Matt Thomas,SG,26,UTA,3,0,7,0,2,0,0,0,,0,2,0,0,0,0,,0,1,1,0,0,0,0,1,0,thomama02
220,Tristan Thompson,PF,29,BOS,5,5,132,20,34,0.588,0,0,,20,34,0.588,0.588,12,17,0.706,29,20,49,5,4,6,5,12,52,thomptr01
221,Matisse Thybulle,SG,23,PHI,12,1,220,25,52,0.481,11,34,0.324,14,18,0.778,0.587,2,5,0.4,4,13,17,3,16,11,2,29,63,thybuma01
222,Xavier Tillman Sr.,PF,22,MEM,3,0,18,1,5,0.2,0,1,0,1,4,0.25,0.2,0,0,,1,2,3,1,1,0,1,2,2,tillmxa01
223,Anthony Tolliver,PF,35,PHI,1,0,2,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,1,0,tollian01
224,Obi Toppin,PF,22,NYK,5,0,65,12,23,0.522,3,9,0.333,9,14,0.643,0.587,5,6,0.833,4,9,13,2,0,1,3,6,32,toppiob01
225,Axel Toupane,SF,28,MIL,4,0,10,2,4,0.5,1,2,0.5,1,2,0.5,0.625,0,0,,2,2,4,0,0,0,0,0,5,toupaax01
226,P.J. Tucker,PF,35,MIL,23,19,681,38,98,0.388,19,59,0.322,19,39,0.487,0.485,3,4,0.75,48,63,111,25,22,3,10,77,98,tuckepj01
227,Rayjon Tucker,PG,23,PHI,1,0,2,0,0,,0,0,,0,0,,,1,2,0.5,0,0,0,0,0,0,0,1,1,tuckera01
228,Jonas Valan?i?nas,C,28,MEM,5,5,166,33,58,0.569,2,8,0.25,31,50,0.62,0.586,7,8,0.875,20,29,49,13,3,3,10,18,75,valanjo01
229,Gabe Vincent,PG,24,MIA,3,0,14,2,3,0.667,1,2,0.5,1,1,1,0.833,0,0,,0,1,1,2,0,0,1,0,5,vincega01
230,Kemba Walker,PG,30,BOS,3,3,91,13,41,0.317,3,17,0.176,10,24,0.417,0.354,9,10,0.9,0,12,12,12,1,0,8,10,38,walkeke02
231,Tremont Waters,PG,23,BOS,3,0,6,1,4,0.25,0,2,0,1,2,0.5,0.25,2,3,0.667,0,0,0,2,1,0,2,0,4,watertr01
232,Russell Westbrook,PG,32,WAS,5,5,186,28,84,0.333,5,20,0.25,23,64,0.359,0.363,34,43,0.791,14,38,52,59,2,1,21,17,95,westbru01
233,Grant Williams,PF,22,BOS,5,0,57,6,12,0.5,2,4,0.5,4,8,0.5,0.583,3,3,1,3,7,10,4,1,4,1,7,17,willigr01
234,Lou Williams,PG,34,ATL,18,2,277,50,110,0.455,13,30,0.433,37,80,0.463,0.514,26,27,0.963,2,24,26,39,12,1,22,16,139,willilo02
235,Robert Williams,C,23,BOS,3,0,46,9,14,0.643,0,0,,9,14,0.643,0.643,1,2,0.5,8,7,15,2,1,9,1,7,19,williro04
236,Justise Winslow,SF,24,MEM,1,0,3,0,0,,0,0,,0,0,,,0,0,,0,1,1,1,0,0,0,0,0,winslju01
237,Cassius Winston,PG,22,WAS,1,0,5,1,3,0.333,0,1,0,1,2,0.5,0.333,0,0,,1,1,2,1,0,0,2,1,2,winstca01
238,Trae Young,PG,22,ATL,16,16,603,150,359,0.418,45,144,0.313,105,215,0.488,0.481,116,134,0.866,7,38,45,152,20,0,64,35,461,youngtr01
239,Ivica Zubac,C,23,LAC,17,7,301,34,57,0.596,0,0,,34,57,0.596,0.596,39,49,0.796,43,56,99,7,2,12,16,33,107,zubaciv01
